EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
205853356,POLAR EDUCATION FOUNDATION,% MARY-ELLEN CONNOLLY,CHELSEA QUEBEC J9B 2G6,CANADA,,00000-0000,0000,03,3,1200,201407,1,15,000000000,1,01,201912,2,4,01,0,12,20878,414376,404175,C60,
206652035,RANDOLPH H KNIGHT CHARITABLE FOUNDATION,% MARK THAW,PO BOX 8209,ST THOMAS,VI,00801-1209,0000,03,3,1000,201002,1,04,000000000,2,01,201812,6,1,00,1,12,2264607,13,,T22,
206975076,PRIOR FAMILY FOUNDATION,,PO BOX 12030,ST THOMAS,VI,00801-5030,0000,03,3,1000,200804,1,04,000000000,2,01,201912,7,4,00,1,12,9551322,262744,,T20,GERTRUDE J PRIOR TTEE
208146076,ASSOCIATION FOR STRATEGIC PLANNING,% JANICE LAUREEN,TORONTO ONTARIO M5A 3S5,CANADA,,00000-0000,0000,06,3,1000,200702,2,00,000000000,1,01,201906,4,4,01,0,06,298888,395611,395611,S41,
208277935,GLOBAL LEADERSHIP INITIATIVES INC,% ART BROWN,UNIT 3470,DPO,AA,34041-9997,0000,03,3,1000,201404,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,T21,
208332399,INTERNATIONAL ASSOC OF SPECIAL INVESTIGATIONS UNIT INC,% DEANNA RICCI,LAKE MARY FL 32757,AFGHANISTAN,,00000-0000,0000,06,3,2000,200807,2,00,000000000,1,01,201912,0,0,02,0,12,0,0,0,S41,
208519039,THE U S SHERIDAN COLLEGE FOUNDATION INC,% SHARON AITKEN,OAKVILLE ONTARIO L6H 2L1,CANADA,,00000-0000,0000,03,3,1000,200708,4,15,000000000,1,01,202003,0,0,02,0,03,0,0,0,B114,
208713975,KNIGHTS OF COLUMBUS,% TONY WILLIAMS,CMR 467 BOX 7341,APO,AE,09096-0074,0188,08,9,1000,000000,0,00,000000000,5,01,201912,0,0,02,0,12,0,0,0,,10292 LIEUTANT GEN TIMOTHY J MAUDE
208779803,TIZIANO PROJECT,% CHODOROW & CHODOROW,58 CALLE SAN JUSTO,SAN JUAN,PR,00901-1405,0000,03,3,1000,200808,1,15,000000000,1,01,202003,0,0,02,0,03,0,0,0,A33,
208938918,HEALTHCARE FINANCIAL MANAGEMENT ASSOCIATION,% IRIS OTERO,PO BOX 364152,SAN JUAN,PR,00936-4152,1995,06,9,1000,196904,2,00,059205000,5,01,,0,0,01,0,05,,,,,79 PUERTO RICO CHAPTER
222152056,RABAT AMERICAN SCHOOL ASSOCIATION INC,% AMERICAN EMBASSY,RABAT RABAT,MOROCCO,,00000-0000,0000,03,3,1000,197704,2,16,995602000,1,01,201807,8,8,01,0,07,24684704,10816009,10816009,,
222320491,DELTA SIGMA THETA SORORITY,% DELTA SIGMA THETA,CMR 480 BOX 513,APO,AE,09128-0006,1188,07,9,1000,195207,2,00,036040319,5,01,,0,0,01,0,06,,,,,GERMANY ALUMNAE
222342136,LA LECHE LEAGUE INTERNATIONAL INC,% YOSEFA LEBEAU,HIGHLAND PARK NJ 08904,ALGERIA,,00000-0000,3130,03,9,2100,197902,1,16,059120000,5,01,202003,0,0,02,0,03,0,0,0,,LLL HIGHLAND PARK
222514884,INSTITUTE FOR RESEARCH IN CLASSICAL PHILOSOPHY AND SCIENCE INC,,BAYSVILLE ON P0B 1A0,CANADA,,00000-0000,0000,03,3,2000,198407,1,15,124123994,1,01,201912,0,0,02,0,12,0,0,0,,
223212639,BLUE KNIGHTS MOTORCYCLE CLUB,% MIKE GRATIS - PRESIDNET,BUZZARDS BAY MA 02532-5563,AFGHANISTAN,,00000-0000,9222,10,9,1000,199110,1,00,260000000,5,01,201812,0,0,02,0,12,0,0,0,,MA VI
223275938,PADMASAMBHAVA BUDDHIST CENTER OF PUERTO RICO,% NESTOR KUILAN,1453 ALFONSO AVE,ALTAMIRA RIO PIEDROS,PR,00921-0000,9243,03,9,7000,199209,1,10,001029123,5,01,,0,0,06,0,12,,,,,
223480547,IGLESIA PENTECOSTAL VIDA Y VERDAD DE LAS ASAMBLEAS DE DIOS,% BARBARA NIEVES,PO BOX 2877,GUAYAMA,PR,00785-2877,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
223696362,NEW PATH FOUNDATION INC,% RIKER DANZIGEH & SUSAN YEH,NEW TAIPEI CITY,TAIWAN,,00000-0000,0000,03,3,1000,200104,2,04,000000000,1,01,201912,3,1,00,1,12,74872,1447,,T22,327 YUJING RIVER GDN VILLA
231105898,SONS OF UNION VETERANS OF THE CIVIL WAR,% ROBERT J KOENIGSBERG,PORTAGE PA - PENNSYLVANIA 15946,AFGHANISTAN,,00000-0000,0429,04,9,3000,194106,2,00,907000000,5,01,202012,0,0,02,0,12,0,0,0,,PA D DEPARTMENT OF PENNSYLVANIA
233050252,GLOBAL IMPORTUNE INC,% MARK KONRAD,LONDON ONTARIO N5Y 2X4,CANADA,,00000-0000,0000,03,3,1200,200206,1,15,000000000,1,01,201909,0,0,02,0,09,0,0,0,Q700,
233098459,KOLTIN FAMILY FOUNDATION INC,% YIGAL KOLTIN,BEIT SHEARIM,ISRAEL,,00000-0000,0000,03,3,1000,200202,1,04,000000000,1,01,201912,3,2,00,1,12,46551,21656,,T22,
237020087,AMERICAN FEDERATION OF TEACHERS,,PO BOX 1530,KINGSHILL,VI,00851-1530,0787,05,9,3000,196810,2,00,263264279,5,01,201806,5,4,01,0,06,612658,445980,445980,,1826 ST CROIX
237024566,PROFESSIONAL HOCKEY PLAYERS ASSOCIATION,% MR LARRY LANDON,NIAGARA FALLS ONTARIO L2J 2K9,CANADA,,00000-0000,0000,05,3,3000,197506,2,00,200264205,5,01,202004,7,6,01,0,04,5222478,2200423,2200423,,
237034732,FAMILIES PLANNING ASSOCIATION OF PUERTO RICO,,PO BOX 192379,SAN JUAN,PR,00919-2379,0000,03,3,1200,195709,1,15,602059000,5,01,201912,6,6,01,0,12,4181039,2485648,2485648,,
237047458,PEO SISTERHOOD INTERNATIONAL CHAPTER,% TREASURER,DES MOINES IA 50312,AFGHANISTAN,,00000-0000,1072,04,9,3000,197102,2,00,059921319,5,01,202002,0,0,02,0,02,0,0,0,,85 CHAPTER AV-NM
237050165,PEO SISTERHOOD INTERNATIONAL CHAPTER,% TREASURER,DES MOINES IA 50312,AFGHANISTAN,,00000-0000,1072,04,9,3000,197102,2,00,059921319,5,01,202002,0,0,02,0,02,0,0,0,,22 CHAPTER AL-NJ
237050819,ARNOLD AIR SOCIETY-SILVER WINGS,% UNIV OF PUERTO RICO MAYAGUEZ,LOCAL,CANADA,,00000-0000,1224,04,9,3000,197001,2,00,059000000,5,01,202005,0,0,02,0,05,0,0,0,,756 AFROTC DET
237057588,TAU BETA PI ASSOCIATION INC,% JOSUAN H SANCHEZ,PO BOX 9000,MAYAGUEZ,PR,00681-9000,0782,07,9,1000,197003,2,00,059319000,5,01,202005,0,0,02,0,05,0,0,0,,PUERTO RICO ALPHA CHAPTER
237063049,NATIONAL TREASURY EMPLOYEES UNION,% HIRAM GONZALEZ,PO BOX 37297,SAN JUAN,PR,00937-0297,0878,05,9,3000,194508,2,00,263264480,5,01,201909,0,0,02,0,09,0,0,0,,188 NTEU CHAPTER
237067592,THE GOVERNORS OF THE UNIVERSITY OF CALGARY,% CONTROLLERS OFFICE ADMIN RM 201,CALGARY AB T2N1N4,CANADA,,00000-0000,0000,03,3,1000,196912,1,11,030000000,1,01,201703,0,0,01,0,03,0,0,0,,
237068987,ELISABETH HEIM E V,,BOHMERSTRASSE,GER,,00000-0000,0000,03,2,1270,197006,2,10,030382029,1,01,,0,0,06,0,12,,,,,
237069575,UNIVERSITY OF SASKATCHEWAN,% T F PAYNE,SASKATOON SASKATCHEWAN S7N 5A2,CANADA,,00000-0000,0000,03,3,2000,197006,4,11,030000000,1,01,201904,9,9,01,0,04,2028086723,805145873,791745127,B43Z,
237069639,SAINT JOHN BAPTIST COLLEGE IN THE UNIVERSITY OF OXFORD,% ANDREW PARKER,OXFORD OX1 3JP,UNITED KINGDOM,,00000-0000,0000,03,3,1200,201506,2,11,046030000,1,01,201907,9,9,01,0,07,886020344,77211084,71413710,B43,
237069967,YORK UNIVERSITY,,TORONTO ON M3J 1P3,CANADA,,00000-0000,0000,03,3,2000,197007,4,11,046030000,1,01,201804,6,5,01,0,04,2303051,802679,793265,,
237071078,ALPHA PHI OMEGA,% UNIVERSITY OF PUERTO RICO MAYAGUE,PO BOX 643,LAS MARIAS,PR,00670-0643,1113,03,9,1000,196606,1,16,036000000,5,01,201912,0,0,02,0,12,0,0,0,P20,UPSILON MU CHAPTER
237075452,CAMBRIAN HEIGHTS BAPTIST CHURCH,,CALGARY,CANADA,,00000-0000,0000,03,3,7000,197001,4,10,001000000,1,01,,0,0,06,0,12,,,,,
237088831,CARLETON UNIVERSITY,% J K KETTLES DIR OF FIN,OTTAWA ONTARIO K1S5B6,CANADA,,00000-0000,0000,03,3,2000,197012,4,11,046030927,1,01,202004,9,9,01,0,04,1138990482,509318517,509318517,,
237098804,ASSOCIATION LA CROIX DOR,,GENEVA,SWITZERLAND,,00000-0000,0000,03,3,7000,195006,2,10,001000000,5,01,,0,0,06,0,12,,,,,
237099181,AMERICAN SCHOOL OF MILAN,,OPERA MI 20090,ITALY,,00000-0000,0000,03,3,2000,197103,2,11,046030000,5,01,201808,8,8,01,0,08,43282913,21198348,21198348,,
237099472,QUEENS UNIVERSITY AT KINGSTON DEPARTMENT OF FINANCIAL SERVICES,% STEVE TRIGONIDIS,KINGSTON ONTARIO K7L 3N6,CANADA,,00000-0000,0000,03,3,2000,193402,4,11,046030000,1,01,202004,9,9,01,0,04,2151670567,760216380,760216380,,RICHARDSON HALL
237101211,PONTIFICIA UNIVERSITA GREGORIANA,,ROME,ITALY,,00000-0000,0000,03,3,2700,196304,2,10,046030029,5,01,,0,0,06,0,09,,,,,
237102787,SHAWNIGAN LAKE SCHOOL,,SHAWINGAN LAKE BC V0R 2W1,CANADA,,00000-0000,0000,03,3,2000,196211,4,11,046030000,1,01,201906,8,8,01,0,06,16437887,32688044,32688044,,
237103810,UNIVERSITY OF NEW BRUNSWICK,,FREDERICTON NB E3B 5A3,CANADA,,00000-0000,0000,03,3,2000,195804,4,11,030000000,1,01,201804,9,9,01,0,04,591866195,261281106,261281106,,
237105307,MASTER FELLOWS & SCHOLARS OF PEMBROKE COLL IN THE UNIV OF OXFOR,,OXFORD OXFORD OX11DW,CANADA,,00000-0000,0000,03,3,2000,196205,2,11,030000000,1,01,201907,0,0,02,0,07,0,0,0,,
237107427,KNIGHTS OF COLUMBUS,% FINANCIAL SECRETARY,ARLINGTON,ASHMORE & CARTIER IS,,00000-0000,0188,08,9,1000,194010,1,00,036029265,5,01,201912,3,3,02,0,12,63856,43550,30175,S82Z,109 ROBERT E GRANNAN COUNCIL
237112044,MISSION DU KIANGNAN-LUXEMBOURG,% RV G GERMAIN SJ,KOWLOON,HONG KONG,,00000-0000,0000,03,3,7000,194802,2,10,001000000,5,01,,0,0,06,0,12,,,,,
237112052,PROCURE DES MISSIONS DE CHINE CEYLAN ET MADAGASCAR 1150,,BRUXELLES,BELGIUM,,00000-0000,0000,03,3,7000,195003,2,10,029000000,5,01,,0,0,06,0,12,,,,,
237116709,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% CARMEN CARDONA /CLUB DE LEONES,DD16 CALLE E,LUQUILLO,PR,00773-2629,0239,04,9,3000,197104,2,00,279319000,5,01,201706,0,0,02,0,06,0,0,0,,14470 LUQUILLO LIONS CLUB
237128019,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% JOSE MARRERO NIEVES,ARECIBO COUNTRY CLUB,ARECIBO,PR,00612-0000,0239,04,9,3000,197109,2,00,279319000,5,01,202006,0,0,02,0,06,0,0,0,,14377 ARECIBO CAPITAN CORREA
237128119,NATIONAL TRUST FOR PLACES OF HISTORIC INTEREST OR NATURAL BEAUT,,SWINDON WILTSHIRE SN2 2NA,UNITED KINGDOM,,00000-0000,0000,03,3,2000,195403,2,16,059062000,2,01,201902,9,9,01,0,02,2151381000,817576000,743659000,,
237128125,THEOSOPHICAL SOCIETY IN ADYAR,% KESHWAR DASTUR,ADYAR CHENNAI INDIA 600 020,INDIA,,00000-0000,0000,03,1,2700,195007,2,16,029000000,1,01,201909,0,0,02,0,09,0,0,0,,
237133516,ISLAND RESOURCES FOUNDATION,,6292 ESTATE NAZARETH 100,CHARLOTTE AMALIE,VI,00802-1118,0000,03,3,1000,197312,1,15,161180059,1,01,202006,0,0,02,0,06,0,0,0,T30,
237144209,ANCIENT & ACCEPTED SCOTTISH RITE OF FREE MASONRY SOUTHERN JURISDICTION,,KITANAKAGUSUKU OKINAWA 901-2304,JAPAN,,00000-0000,0095,10,9,1000,194009,1,00,030059902,5,01,201912,0,0,02,0,12,0,0,0,,VALLEY OF KITANAKAGUSUKU & BODIES Y
237147885,ST CATHERINES COLLEGE IN THE UNIVERSITY OF OXFORD,,OXFORD OXFORDSHIRE OX1 3UJ,UNITED KINGDOM,,00000-0000,0000,03,3,2000,196410,2,11,030000000,1,01,201907,0,0,02,0,07,0,0,0,,
237157589,FUTURE BUSINESS LEADERS OF AMERICA PHI BETA LAMBDA INC,% JOSE R JIMENEZ-HERNANDEZ,PO BOX 190931,SAN JUAN,PR,00919-0931,2205,03,9,2000,197110,1,16,059200205,5,01,201906,0,0,02,0,06,0,0,0,,PUERTO RICO CHAPTER
237161572,AMERICAN CHURCH IN LONDON INC,% WHITEFIELD MEMORIAL CHURCH,LONDON W1P 9HB,ENGLAND,,00000-0000,0000,03,3,7000,197203,2,10,001000000,1,01,,0,0,06,0,12,,,,,
237167109,COMMUNITY CHURCH OF TEHRAN IRAN,,ARMISH-MAAG APO 205              EN,APO,AE,09008-0000,0000,03,3,7000,196307,1,10,001000000,5,01,,0,0,06,0,12,,,,,
237169959,COIF CHARITIES INVESTMENT FUND,% CCLA INVESTMENT MANAGEMENT LTD,LONDON,UNITED KINGDOM,,00000-0000,0000,03,3,1000,197102,2,04,000000000,2,01,201812,9,9,00,1,12,2768248122,78135272,,A12,
237169963,BRIDGE STREET UNITED CHURCH,% BRIDGE STREET METHODIST CHURCH,BELLEVILLE,CANADA,,00000-0000,0000,03,3,7000,196405,4,10,001000000,1,01,,0,0,06,0,12,,,,,
237169965,BALLYWEANEY PRESBYTERIAN CHURCH MOUNTHAMILTON,% WALLACE SAYERS,BALLYMENA,IRELAND,,00000-0000,0000,03,3,7000,195811,2,10,001000000,5,01,,0,0,06,0,12,,,,,
237169970,ASSOCIATION DE LEGLISE ANGLICANE DE ST PAUL,,MONTE CARLO,MONACO,,00000-0000,0000,03,3,7000,195910,2,10,029000000,5,01,,0,0,06,0,12,,,,,
237172320,UNIVERSITE DE MONTREAL SUCCURSALE A QUEBEC,% YVES CLOUTIER,MONTREAL QC H3C 3T4,CANADA,,00000-0000,0000,03,3,2000,197205,4,11,030000000,1,01,201904,9,9,01,0,04,3392277000,1120577000,1120577000,B43Z,YUES CLOUTIER
237176806,UNITED STEELWORKERS,% MIGUEL ROSADO,PO BOX 6828,BAYAMON,PR,00960-5828,0260,05,9,3000,194012,2,00,263059269,5,01,201812,4,4,01,0,12,137340,124945,124945,,06135 LOCAL
237181135,PANAMERICAN FEDERATION OF ASSOCIATIONS OF MEDICAL SCHOOLS,,CARACAS ESTADO MIRANDA 1060,VENEZUELA,,00000-0000,0000,03,3,2000,197205,2,17,059602911,5,01,201712,0,0,02,0,12,0,0,0,,
237181761,CENTRO INTERNACIONAL DE MEJORAMIENTO DE MAIZ Y TRIGO DF,% KICK GEELS C/O CIMMYT INT,CIUDAD DE MXICO 06600,MEXICO,,00000-0000,0000,03,3,2800,197204,2,15,161180059,5,01,201912,9,9,01,0,12,157245531,109467248,109467248,Q31O,
237185638,INTERNATIONAL RICE RESEARCH,% AIARC,LOCAL,PHILIPPINES,,00000-0000,0000,03,3,1200,197204,2,15,161180059,1,01,201812,9,9,01,0,12,83828263,68540166,68540166,Q310,
237208844,UNION FOR INTERNATIONAL CANCER CONTROL,% 62 ROUTE DE FRONTENEX,LOCAL,SWITZERLAND,,00000-0000,0000,03,3,8000,196212,2,15,161180561,5,01,201812,7,8,01,0,12,7993224,13850746,13850746,G30Z,
237213053,PROTESTANT COMMUNITY CHURCH,,CIUDAD,DOMINICAN REP,,00000-0000,0000,03,3,7000,195710,2,10,001000000,5,01,,0,0,06,0,09,,,,,
237213057,PORT WILLIAMS UNITED BAPTIST COMMUNITY CHURCH,,PORT WILLIAMS,CANADA,,00000-0000,0000,03,3,7000,196304,4,10,001000000,5,01,,0,0,06,0,12,,,,,
237213309,MCMASTER UNIVERSITY ONTARIO,% DEIDRE HENNE,HAMILTON ONTARIO L8S 4L8,CANADA,,00000-0000,0000,03,3,1000,193811,4,11,317000000,1,01,201904,9,9,01,0,04,2157926693,918733284,905716672,,
237214286,ST PAULS ANGELICAN CHURCH,,FORT ERIE,CANADA,,00000-0000,0000,03,3,7000,197301,4,10,001000000,5,01,,0,0,06,0,12,,,,,
237215274,BALLYDOWN PRESBYTERIAN CHURCH,% ULSTER BANK,BALLYDOWN BAINBRIDGE,CO DOWN N IRELAND,,00000-0000,0000,03,3,7000,197206,2,10,001000000,5,01,,0,0,06,0,12,,,,,
237216206,ST BENEDICTS ABBEY,,INVERNESS SH,SCOTLAND,,00000-0000,0000,03,3,7000,196107,2,10,029000000,5,01,,0,0,06,0,12,,,,,
237216209,ROMAN CATHOLIC DIOCESE OF QUIMPER ET LEON,,QUIMPER FINIST,FRANCE,,00000-0000,0000,03,3,7000,197301,2,10,029000000,5,01,,0,0,06,0,12,,,,,
237216210,ROMAN CATHOLIC DIOCESE OF LIEGE,,LIEGE,BELGIUM,,00000-0000,0000,03,3,7000,197301,2,10,029000000,5,01,,0,0,06,0,12,,,,,
237221636,EVANGELICAL FREE CHURCH OF CANADA,,CALGARY,CANADA,,00000-0000,0000,03,3,7000,197207,4,10,001029000,1,01,,0,0,06,0,12,,,,,
237222740,PSI FOUNDATION,,TORONTO ON M2NOG2,CANADA,,00000-0000,0000,03,3,1000,198707,4,04,911602162,1,01,201812,9,6,00,1,12,57418624,2042558,,,
237225198,DARWIN COLLEGE CAMBRIDGE UK,,CAMBRIDGE CB3 9EU,UNITED KINGDOM,,00000-0000,0000,03,3,1000,197305,2,09,998000000,2,01,202006,0,0,02,0,06,0,0,0,,
237225421,JOHN RICHMOND TEMPLIN SCHOLARSHIP TRUST,,CHRISTCHURCH,NEW ZEALAND,,00000-0000,0000,03,3,1000,198510,2,04,911040000,2,01,201909,4,1,00,1,09,339588,9760,,,
237225998,SYNOD OF THE DIOCESE OF NIAGARA,,HAMILTON,CANADA,,00000-0000,0000,03,3,7000,197210,4,10,029000000,1,01,,0,0,06,0,12,,,,,
237226027,PAKISTANI LUTHERAN CHURCH,% BISHOP MANZAL,MARDAN,W PAKISTAN,,00000-0000,0000,03,3,7000,197301,2,10,001000000,1,01,,0,0,06,0,12,,,,,
237226033,INSTITUT PASTEUR,,75724 PARIS CEDEX 15,FRANCE,,00000-0000,0000,03,3,1000,197505,2,15,059000000,1,01,201812,9,9,01,0,12,1266251283,396469194,342785717,,
237226533,UNION DEGLISES BAPTISTES FRANCAISES AU CANADA,,MONTREAL,CANADA,,00000-0000,0000,03,3,7000,197211,4,10,001000000,1,01,,0,0,06,0,12,,,,,
237229877,TRUSTEES OF THE PRESBYTERIAN CHURCH IN IRELAND,,BELFAST,IRELAND,,00000-0000,0000,03,3,7000,197210,2,10,001000000,1,01,,0,0,06,0,12,,,,,
237247277,SOUTHEASTERN MENNONITE CONFERENCE INC,,HC 1 BOX 3321,FLORIDA,PR,00650-9506,0000,03,3,7000,197308,1,10,001000000,1,01,,0,0,06,0,06,,,,,
237253795,BISHOPS UNIVERSITY FOUNDATION,,SHERBROOKE QC J1M 1Z7,CANADA,,00000-0000,0000,03,3,1200,197302,4,17,059927000,1,01,201904,9,7,01,0,04,54635146,8305837,7740815,B43I,
237254561,JEWISH AGENCY FOR ISRAEL,,JERUSALEM 91000,ISRAEL,,00000-0000,0000,03,3,1000,194809,2,15,561382029,5,01,201912,9,9,01,0,12,459493000,403136000,367097000,,
237254943,ROME FESTIVAL ORCHESTRA LTD,,PO BOX 1181,LUQUILLO,PR,00773-1181,0000,03,3,2100,197303,1,11,030000000,1,01,201912,5,4,01,0,12,625316,130446,115286,A68Z,
237259899,INTEGRAL DE LOIZA CONCILIODE SALUD,,PO BOX 509,LOIZA,PR,00772-0509,0000,03,3,1000,197312,1,15,998000000,1,01,201906,8,8,01,0,06,46283125,37311753,37311753,,
237259907,ESK-OMI MISSION INC,,SAINT NORBERT MANITOBA R3V 1L6,CANADA,,00000-0000,0000,03,3,1000,197304,4,16,029927000,1,01,201912,0,0,02,0,12,0,0,0,P28Z,
237282005,DISABLED AMERICAN VETERENS,% DOMINGO OQUENDO-VELEZ,PO BOX 66,MERCEDITA,PR,00715-0066,0557,04,9,3000,194206,1,00,908279265,5,01,202006,0,0,02,0,06,0,0,0,,4 PONCE
237282007,DISABLED AMERICAN VETERANS,% ANDY MORALES,HC 1 BOX 3115,BOQUERON,PR,00622-9712,0557,04,9,3000,194206,1,00,908279265,5,01,202006,0,0,02,0,06,0,0,0,,6 MAYAGUEZ
237282008,DISABLED AMERICAN VETERANS,% JUAN LOZANO-NIEVES,PUERTO REAL 00740-0266,CANADA,,00000-0000,0557,04,9,3000,194206,1,00,908279265,5,01,202006,0,0,02,0,06,0,0,0,,7 FAJARDO
237282009,DISABLED AMERICAN VETERANS,% JIMMY DELUCCA,CALLE ESPERANZA 14,ARROYO,PR,00714-0000,0557,04,9,3000,194206,2,00,264927160,5,01,202006,0,0,02,0,06,0,0,0,,8 ARROYO
237282012,DISABLED AMERICAN VETERANS,% JOSE L BABILONIA-HESS,ARECIBO PUERTO RICO 00612,CANADA,,00000-0000,0557,04,9,3000,194206,1,00,264927160,2,01,202006,0,0,02,0,06,0,0,0,W24,11 SGT A BERMUDEZ
237282028,KINGSWOOD UNIVERSITY,% DR STEPHEN J LENNOX PRES,SUSSEX E4E1E6,CANADA,,00000-0000,2079,03,9,7200,197005,1,10,601030000,5,01,,7,6,06,0,06,,,,B42,
237282029,HALF MOON BAY FOUNDATION,% VICKI LEAKEY C G A,GANANOQUE ON K7G 2V5,CANADA,,00000-0000,0000,03,3,1700,197304,4,10,001000000,1,01,201612,0,0,02,0,12,0,0,0,,
237283520,SOUTH SHORE COMMUNITY SERVICE ASSOCIATION,,CHESTER NOVA SCOTIA B0J1J0,CANADA,,00000-0000,0000,03,3,2100,197305,4,11,046030160,5,01,202003,6,6,01,0,03,2070468,3435588,3435588,P82Z,
237285905,HEBREW UNIVERSITY ASSOCIATION JERUSALEM PALESTINE,% MEIR BING,JERUSALEM 91000,ISRAEL,,00000-0000,0000,03,3,1000,193802,4,11,059000000,5,01,201909,9,9,01,0,09,2841235000,837704590,837458180,B430,HEBREW UNIVERSITY OF JERUSALEM
237303703,INTERNATIONAL WATER RESOURCES ASSOCIATION INC,% TREASURER IWRA,NANTERRE CEDEX 92027,FRANCE,,00000-0000,0000,03,3,1000,198804,1,16,199000000,1,01,201912,4,4,01,0,12,443241,338926,338926,C032,
237311301,EMMANUEL COLLEGE,% MICHAEL GROSS,LOCAL,UNITED KINGDOM,,00000-0000,0000,03,3,2000,200902,2,11,030000000,5,01,201807,9,8,01,0,07,420870624,27837397,27837397,B42,
237320162,SAINT VINCENTS HOME,% LAWRENCE SMITH,ZAPOPAN JALISCO 45080,MEXICO,,00000-0000,0000,03,3,7000,197310,1,10,001000000,1,01,,0,0,06,0,12,,,,,APDO POSTAL 39-181
237320169,ASIAN VEGETABLE RESEARCH AND DEVELOPMENT CENTER ASVEG,,TAINAN 74199,TAIWAN,,00000-0000,0000,03,3,8000,197310,2,15,161180911,5,01,201812,8,8,01,0,12,15684839,19423683,19423683,,
237320915,UNITED STEELWORKERS,% DORALIS VAZQUEZ,P O BOX 6686,PONCE,PR,00733-0000,0260,05,9,3000,194012,2,00,263264279,5,01,201912,0,0,02,0,12,0,0,0,,08198 LOCAL
237322865,ALPHA PI MU ASSOCIATION,% MAYRA MENDEZ,PR-108,MAYAGUEZ,PR,00682-0000,1085,03,9,2000,199401,2,16,036000000,5,01,201912,0,0,02,0,12,0,0,0,,PUERTO RICO CHAPTER
237327231,EVANGELICAL LUTHERAN CHURCH OF CANADA,,SASKATOON,CANADA,,00000-0000,0000,03,3,7000,197312,4,10,001000000,1,01,,0,0,06,0,01,,,,,
237327232,ST ANDREWS AMERICAN CHURCH,,ATHENS 15669,GREECE,,00000-0000,0000,03,3,7000,197312,2,10,001000000,1,01,,0,0,06,0,12,,,,,
237327757,CROSSROADS GOSPEL ASSOCIATION INC,% CROSSROADS BIBLE CHURCH,BALBOA-ANCON,REPUBLIC OF PANAMA,,00000-0000,0000,03,3,7000,197312,2,10,001000000,1,01,,0,0,06,0,12,,,,,
237327860,BOY SCOUTS OF AMERICA,,FPO OKINAWA AP 96373-5049,JAPAN,,00000-0000,1761,03,9,1200,196511,1,15,059328908,5,01,201912,6,6,01,0,12,2625056,1629357,1483751,,803 FAR EAST COUNCIL
237328457,NOBEL FOUNDATION,% BARRY J HART ESQ WINSTON & STRAWN,SE-102 45 STOCKHOLM,SWEDEN,,00000-0000,0000,03,3,2800,195204,2,15,914199059,5,01,201812,0,0,02,0,12,0,0,0,,
237334441,MORAVIAN CHURCH VIRGIN ISLAND CONFERENCE,,PO BOX 8330,ST THOMAS,VI,00801-1330,0000,03,3,7000,201009,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
237339129,AGANA LOCAL 6255 AMERICAN POSTAL WORKERS UNION,,PO BOX 24823,BARRIGADA,GU,96921-4823,2474,05,9,3000,197311,2,00,263279000,5,01,,0,0,02,0,12,,,,J40,
237341852,AMERICAN POSTAL WORKERS UNION,,PO BOX 788,KINGSHILL,VI,00851-0788,2474,05,9,3000,197311,2,00,263279000,5,01,201812,3,3,02,0,12,38510,37534,37534,,6176 VIRGIN ISLAND AREA LOCAL
237348742,TRANSPLANTATION SOCIETY,% DENISE RAINVILLE,MONTREAL QUEBEC H2Z 1Y7,CANADA,,00000-0000,0000,03,3,2000,197402,4,15,161180000,1,01,201912,8,6,01,0,12,11642358,3162715,2193827,G90Z,
237352551,DISABLED AMERICAN VETERANS,% JIMMIE VELEZ,PO BOX 363604,SAN JUAN,PR,00936-3604,0557,04,9,3000,194206,1,00,264927160,5,01,201906,4,3,01,0,06,181997,69985,69985,,DEPT OF PUERTO RICO
237357706,ST CROIX ANIMAL WELFARE CENTER INC,% CARRI BETH MOSS,9520 E CLIFTON HILL,KINGSHILL,VI,00850-0000,0000,03,3,1400,201506,1,15,913911059,1,01,201912,6,6,01,0,12,1770560,2197718,2197718,D20,
237360926,VANCOUVER MANDARIN CHURCH,,VANCOUVER,CANADA,,00000-0000,0000,03,3,7000,197403,4,10,001000000,1,01,,0,0,06,0,12,,,,,
237361922,ASSOCIATION FOR IRANIAN STUDIES INC,% RIVANNE SANDLER,TORONTO ONTARIO M5S 1C1,CANADA,,00000-0000,0000,03,3,2000,197404,1,16,059000000,1,01,202009,4,3,01,0,09,255500,63595,63595,,
